cell_id,x_m,y_m,z_m,span_x_m,span_y_m,span_z_m
16524078,0.01051530726,0.09846294075,-0.1076629028,0.0009608147666,0.001071222126,0.001000024378
16524122,0.01051535625,0.1116600856,-0.09446008652,0.0009608501568,0.001000002027,0.00108538568
16524123,0.01052747443,0.1165069565,-0.08961395621,0.0009804237634,0.001171313226,0.001094952226
4465604,-0.1784598529,0.02627637424,0.2154017717,0.0009728074074,0.0001181531698,0.001003757119
4465621,-0.1774769694,0.02627552785,0.2184962213,0.001056179404,0.0001241154969,0.001140072942
4465622,-0.1764560014,0.02627471052,0.2197199196,0.001064479351,0.000126214698,0.001349821687
16524366,0.008583849855,0.1429032475,-0.05868303031,0.001042919233,0.001546144485,0.001448687166
8922197,0.1515003294,0.0398096852,0.1354996562,0.001000523567,3.761053085e-05,0.0009994655848
16524376,0.005516121257,0.1345125347,-0.05028746203,0.0009613027796,0.001081526279,0.001000002027
16524411,0.005516121723,0.1367143929,-0.05248560384,0.000961302314,0.001000002027,0.001072250307
16524412,0.005516069103,0.1385149062,-0.05428520441,0.00096141221,0.001070156693,0.00100017339
8922277,0.1604999974,0.03980968334,0.1444999948,0.001000002027,3.761425614e-05,0.001000002027
18097479,-0.1715598464,0.05685693845,0.1693999916,0.001071229577,0.0001322478056,0.001002848148
18097486,-0.1705216289,0.05688421801,0.1724017203,0.001009687781,0.0001294910908,0.001001238823
17835387,-0.1400230825,0.03678582311,-0.01959992647,0.0001154839993,0.0008177980781,0.001000275835
4466059,-0.1525444001,0.02627045363,0.1795077085,0.001136302948,0.0001487452537,0.001079767942
4466074,-0.1425464332,0.02627617195,0.1786577851,0.001017808914,0.0001211743802,0.0009568333626
4466088,-0.143541801,0.02627391219,0.1884404898,0.001024097204,0.000130392611,0.001021593809
4466091,-0.1425379902,0.02627439611,0.1864148468,0.001019150019,0.0001279823482,0.001011639833
17835552,-0.1840266645,0.001375328575,-0.06256456673,0.0001285970211,0.001070432889,0.001166813076
8922685,0.1525002234,0.0398096852,0.1354997829,0.001000240445,3.761053085e-05,0.0009997487068
8922690,0.1515025012,0.0398096852,0.1364972778,0.001003146172,3.761053085e-05,0.0009969323874
8922710,0.1525015533,0.0398096852,0.1364984438,0.001000985503,3.761053085e-05,0.0009990036488
8922715,0.1595000029,0.03980968334,0.1435000002,0.0009999871254,3.761425614e-05,0.0009999871254
8922720,0.1525250636,0.0398096852,0.1434999928,0.0009688287973,3.761053085e-05,0.001000002027
8922725,0.1604999974,0.03980968334,0.1435000002,0.001000002027,3.761425614e-05,0.0009999871254
8922807,0.1595000029,0.03980968334,0.1444999948,0.0009999871254,3.761425614e-05,0.001000002027
8922812,0.1525250673,0.03980968567,0.1444999948,0.0009688138962,3.761425614e-05,0.001000002027
17835833,-0.1455952942,0.009317776188,-0.06447417289,0.001013711095,0.001086138189,0.0008186101913
17835888,-0.1455801725,0.0228794314,-0.06499730498,0.001018226147,0.001420104876,0.0002450793982
17836031,-0.1459562456,0.01464850161,-0.05649947996,0.0001309514046,0.002153209411,0.001081701368
17836081,-0.145948267,0.01626951732,-0.05751681104,0.000132188201,0.001264629886,0.00111085549
17836088,-0.1459741443,0.02565013431,-0.05642198697,0.0001237243414,0.001096971333,0.001090422273
17836089,-0.1459690541,0.02454400733,-0.05753105953,0.0001399964094,0.001113174483,0.001107532531
17836091,-0.1583146393,0.0221275229,-0.04857880175,0.00112824142,0.001026375219,0.001032177359
8923244,0.1515000015,0.0398096852,0.1325000003,0.0009999871254,3.761053085e-05,0.001000002027
8923269,0.1514999978,0.0398096852,0.1314999983,0.001000002027,3.761053085e-05,0.001000002027
17836383,-0.1669753671,0.01736428179,-0.04661890194,0.0001197904348,0.001222377643,0.0009918510914
8923506,0.163500078,0.03980968148,0.1444999948,0.001000121236,3.761053085e-05,0.001000002027
8923511,0.1604999974,0.03980968334,0.1475000009,0.001000002027,3.761425614e-05,0.001000002027
8923516,0.1604999974,0.03980968334,0.1485000029,0.001000002027,3.761425614e-05,0.001000002027
8661474,0.1590614617,0.008424437419,0.1759780169,0.001307442784,0.0009717196226,0.001236349344
17836696,-0.1669754952,0.02563570105,-0.0254274603,0.0001225024462,0.001124627888,0.001079680398
17836705,-0.1669748843,0.01740178466,-0.02253917269,0.0001212209463,0.001172499731,0.001079821959
16788199,0.1379758805,0.08149525523,-0.03449851871,0.0001205801964,0.001053921878,0.001122254878
8661868,0.1799732506,0.03165028505,0.2113999963,0.0001337081194,0.0009032282978,0.001000002027
17836979,-0.1400269359,0.06642965674,-0.02951789424,0.0001346766949,0.001003399491,0.001008912921
17837106,-0.1755240649,0.03139710091,-0.06142896041,0.0001203715801,0.001021606848,0.001029949635
8662160,0.1799773335,0.03643766493,0.2113999963,0.0001132935286,0.0009444653988,0.001000002027
8662168,0.179978624,0.03548817486,0.2123999983,0.0001068413258,0.0009636990726,0.001000002027
8662169,0.1799777329,0.03261489868,0.2123999983,0.000111296773,0.001005537808,0.001000002027
8662178,0.1799731612,0.03165491819,0.1555928022,0.0001341849566,0.0009029489011,0.001021370292
8662221,0.1590613157,0.008425805345,0.1720217347,0.001307457685,0.0009723436087,0.001236885786
16788723,0.1379756451,0.008581317589,-0.06143789887,0.0001217573881,0.0009866291657,0.00101897493
8662306,0.1834055454,0.03902610168,0.1714000046,0.0009947270155,0.0001305155456,0.001000002027
17837353,-0.158219346,0.0006005520377,-0.03486834892,0.001034036279,0.001216860197,0.0009326077998
8662363,0.1799750865,0.003743006382,0.1845560163,0.0001210719347,0.0009535134304,0.0009952038527
11283981,-0.1399751574,0.03838298172,0.03475040346,0.0001212209463,0.001380108297,0.001062821597
